	label	sentence
65724	0	 The Astronomy and Astrophysics Review is a peer-reviewed scientific journal that is published quarterly by Springer Science+Business Media. The editor-in-chief is Thierry Courvoisier. The first issue was published in April 1989.
33862	0	 The O. C. Barber Machine Barn also called the Implement House. built in 1911 is an historic farm building located on Austin Drive on the Anna-Dean Farm in Barberton Ohio. It was built by American businessman and industrialist Ohio Culumbus Barber the developer of both Barberton which he envisioned as a planned industrial community and the nearby 3500-acre (14 km²) Anna-Dean Farm which he envisioned as a prototype for modern agricultural enterprise.
67215	0	 The Fort Scott Tribune is a daily newspaper serving Fort Scott Kansas United States owned by Rust Communications since 2004.
23210	0	 Franklin Knight Lane (July 15 1864 – May 18 1921) was an American Democratic politician from California who served as United States Secretary of the Interior from 1913 to 1920.
57074	0	 Road Trips Volume 4 Number 2 is a live album by the rock band the Grateful Dead. The 14th of the Road Trips series of archival releases it was recorded on March 31 and April 1 1988 at the Brendan Byrne Arena in East Rutherford New Jersey. It was released as a three disc CD on February 1 2011.Road Trips Volume 4 Number 2 subtitled April Fools' '88 includes the complete April 1 concert along with the second set encore and two songs from the first set of the March 31 concert.
16381	0	 Thierry Champion (born 31 August 1966 in Bagnols-sur-Cèze Gard) is a former professional tennis player from France.
470	0	 Origin Systems Inc. (sometimes abbreviated as OSI) was a video game developer based in Austin Texas which was active from 1983 to 2004. It is most famous for the Ultima and Wing Commander series.
61717	0	 Love Stinks is a 1999 comedy starring French Stewart Bridgette Wilson Bill Bellamy and Tyra Banks. It was written and directed by Jeff Franklin.
25951	0	 The IKCO Samand Soren is a large family car manufactured by Iran Khodro (IKCO). It is a facelift version of the IKCO Samand first released in early 2007. It comes with a driver airbag pretensioner seat-belts headlight height adjuster and active antenna. It is named after Surena an ancient Parthian spahbed (general).
44117	0	 Hisarcık is a village in the District of İnhisar Bilecik Province Turkey. As of 2010 it had a population of 71 people.
27226	0	 The Avro York was a British transport aircraft that was derived from the Second World War Lancaster heavy bomber and used in both military and civilian roles between 1943 and 1964.
7768	0	 Caversham Primary School is a state primary school in Caversham a suburb of Reading Berkshire in England. The school was established in 1907 and educates around 450 children between the ages of 4 and 11.
53683	0	 'Fulgo-Ramosa' is a hybrid cultivar of the genus Aechmea in the Bromeliad family.
38011	0	 The Velna River or Verna River is a tributary of the Bârlad River in Romania.
20399	0	 George Able Sprague (November 30 1871 - November 8 1963) businessman was mayor of Dallas 1935-1937.
6828	0	 Pisgah High School is a public senior high school located in Canton North Carolina United States approximately 25 miles (40 km) west-southwest of Asheville.
55846	0	 A Rhyme & Reason is the debut album by Against All Will recorded at Korn Studios and released on October 20 2009. Songs All About You and The Drug I Need ranked in the national rock radio top 50 in 2010.
11207	0	 Sean Theriault is an associate professor in the Department of Government at the University of Texas Austin. He specializes in American politics with particular interests focusing on the U.S. Congress American political development and political history. He is a 2004 winner of the Eyes of Texas Excellence Award.Theriault has published articles on presidential rhetoric congressional careers issue framing the Compromise of 1850 and public approval of Congress.
15904	0	 Jakub Paur (born 4 July 1992) is a Slovak football midfielder who currently plays for the Slovak Corgoň Liga club MŠK Žilina and the Slovakia national under-21 football team.
3311	0	 For the Billy Graham film production company see World Wide Pictures. For the UK company see World Wide Pictures (UK).Sono Art-World Wide Pictures was an American film distribution and production company that existed from 1927 to 1933. Among their feature films was The Great Gabbo (1929) starring Erich von Stroheim and directed by James Cruze for James Cruze Productions Inc.
15454	0	 Ruggero Trevisan (born 12 March 1990) is an Italian rugby union who plays as a Fullback. He currently plays for Zebre.After Aironi collapsed because of financial problems Trevisan moved to the Italian franchise Zebre along with many of the Aironi team.
28159	0	 The BMW 6 Series is a series of luxury grand tourers produced by the German automaker BMW.The first was the E24 being derived from the first generation 7 Series the BMW E23. The E24 was launched in 1976 to replace the 3.0CS & 3.0CSi (E9). In 2003 14 years after production ceased BMW released the all new E63/E64 which was available as a coupé and convertible based on the chassis of the E60 5 Series sedan.
69213	0	 Above and Beyond: The Encyclopedia of Aviation and Space Sciences was the first-ever attempt at creating an encyclopedia of all matters related to the history technology and aims of the aerospace industry as it existed in the late 1960s. Published in 1967 by New Horizons Publishers Inc. of Chicago this fourteen-volume collection was aimed primarily at teens and young adults.
43009	0	 Nowe Siodło [ˈnɔvɛ ˈɕɔdwɔ] (German: Neudorf) is a village in the administrative district of Gmina Mieroszów within Wałbrzych County Lower Silesian Voivodeship in south-western Poland near the border with the Czech Republic. Prior to 1945 it was in Germany. It lies approximately 15 km (9 mi) south-west of Wałbrzych and 79 km (49 mi) south-west of the regional capital Wrocław.
52941	0	 Horsfieldia sterilis is a species of plant in the Myristicaceae family. It is endemic to Malaysia.
61190	0	 Kick-Ass is a British-American superhero comedy film series based on the comic book of the same name by Mark Millar and John Romita Jr. Its premise is that teenager Dave Lizewski sets out to become a real-life superhero calling himself Kick-Ass.
39341	0	 The Upper Newport Bay (known by locals as The Back Bay) is a large coastal wetland (an estuary) in Southern California and a major stopover for birds on the Pacific Flyway. Dozens of species including endangered ones can be observed here. Upper Newport Bay Nature Preserve and Ecological Reserve represent approximately 1000 acres (4 km2) of open space. The Upper Newport Bay was purchased by the state in 1975 for its Fish and Wildlife Department's Ecological Reserve System.
65255	0	 The Extremes is a BSFA Award winning 1998 science fiction novel by Christopher Priest.
40202	0	 Qarah Bolagh (Persian: قره بلاغ‎ also Romanized as Qarah Bolāgh) is a village in Qaleh Darrehsi Rural District in the Central District of Maku County West Azerbaijan Province Iran. At the 2006 census its existence was noted but its population was not reported.
125	0	 The Central Union of Agricultural Co-operatives (全国農業協同組合中央会 Zenkoku Nōgyō-kyōdō-kumiai Chuōkai) in short JA-Zenchu (JA全中) is an independent administrative Japanese body within the Japan Agriculture (JA) Group which determines policy and administrates the group. Its legal status was originally a Recognised Corporate Body under the control of the Ministry of Agriculture Forestry and Fisheries (MAFF) but since 2002 has become a Special Civilian Corporate Body.
35350	0	 Sanen River is a river in southern Java Indonesia.
39674	0	 McElmo Creek is a 70.1-mile-long (112.8 km) tributary that joins the San Juan River in San Juan County Utah. The creek's source is just east of Cortez in Montezuma County Colorado.
6102	0	 Centenary Heights State High School is a State High School located in the suburb of Centenary Heights in Toowoomba Queensland with an enrolment of over 1300 students. The school is one of several schools in Toowoomba including two other state high schools Toowoomba State High School and Harristown State High School.
34649	0	 Lok Virsa Museum (Urdu: لوک ورثہ عجائب گھر‎) is situated in Islamabad Pakistan. It displays the cultural heritage of Pakistani people. The living style of the different areas of Pakistan is exhibited here in statues pictures pottery music and textile work.
3675	0	 Broadway Bank is a community bank founded in 1941 and encompasses most of Central Texas. As of 2009 It operates approximately thirty-eight branches.
42034	0	 Adur (Hangal) is a village in the southern state of Karnataka India. It is located in the Hangal taluk of Haveri district in Karnataka.
57396	0	 Just Tell Me That You Want Me: A Tribute to Fleetwood Mac is a tribute album featuring various indie rock bands covering Fleetwood Mac songs. It was released on August 14 2012. The title refers to a lyric from the song Tusk.
57605	0	 Shoot Out at the Fantasy Factory released in 1973 was the seventh album and sixth studio album by English rock band Traffic. It followed their 1971 album The Low Spark of High Heeled Boys and contained five songs. Shoot Out while achieving poorer reviews than its predecessor did reach number six on the Billboard Pop Albums chart one space higher than Low Spark had peaked in 1972.
1433	0	 Aaron Marcus and Associates Inc. (AM+A) is a user interface development firm for mobile Web desktop and vehicle applications in consumer and professional products/services. AM+A provides design solutions for international enterprises and start-ups on projects ranging from consumer products to professional tools to executive marketing presentations.
18782	0	 Antonio Llamas Tony Perezchica (April 20 1966 in Mexicali Mexico) is a retired Major League Baseball player who played infielder from 1988-1992. He is currently the minor league fielding coordinator for the Arizona Diamondbacks.
38483	0	 The Secheș River is a tributary of the Cocoşul River in Romania.
6133	0	 Located in the city of Atlanta Georgia The Atlanta School of the Performing Arts serves 75 students each year aged six through eighteen in a nine-month program that teaches the technique of performing Broadway and contemporary plays as well as television. It also offers private voice acting and dance classes.
53245	0	 Geissomeria ciliata is a plant native of Cerrado vegetation of Brazil. This plant grows in Uberlândia city state of Minas Gerais.
3344	0	 Average Joes Entertainment Group is an American record label specializing in country music alternative country and country rap. The label was founded in 2008 by country rap artist Colt Ford and producer Shannon Fat Shan Houchins. Ford has released four albums for the label three of which have reached the top 10 of the country albums charts including 2012's chart topping #1 Declaration Of Independence.
13968	0	 Tom Santopietro is a best-selling author and Broadway theater manager. He worked for 25 years in the New York theater scene managing over 30 Broadway shows. His books deal with major American cultural figures including Frank Sinatra Barbra Streisand and Doris Day. His latest book The Godfather Effect analyzed the effect of the Godfather films on American culture and on the author himself.
52630	0	 Durio wyatt-smithii is a species of flowering plant in the Bombacaceae family.It is found only in Malaysia.
28713	0	 TSS South Stack was a twin screw steamer passenger and cargo vessel operated by the London and North Western Railway from 1900 to 1923 and the London Midland and Scottish Railway from 1923 to 1931.
11068	0	 Jed Simon (born February 27 1964) is a Canadian musician. He is currently a member of supergroup Scar the Martyr and has been a member of numerous metal bands including Front Line Assembly Strapping Young Lad Zimmers Hole and TENET.
69884	0	 Eenadu (Telugu: ఈనాడు) is an Indian Telugu-language daily newspaper which is the largest circulated Telugu newspaper in Andhra Pradesh India. According to the Indian Readership Survey (IRS) Q1 2012 Eenadu ranks No. 6 among the regional languages dailies with a Total Readership (TR) of 5906000. Eenadu (meaning Today in Telugu) was founded by the Indian media baron Ramoji Rao in 1974.
2008	0	 SVM LP began as Stored Value Marketing in 1997. SVM is based in the Des Plaines Illinois and is a provider of gasoline restaurant and other retail gift cards (also known as stored value cards). SVM sells gift cards both to businesses and to consumers and provides other related services to its clients. SVM is a privately held company and is considered a pioneer in the marketing of stored value products (gift cards).
56444	0	 Pillows & Prayers (subtitled Cherry Red 1982-1983) is compilation album released Christmas 1982 featuring artists on the Cherry Red record label at the suggestion of A&R head Mike Alway. The record was originally sold at 99 pence (in fact pay no more than 99p was printed on the original sleeve) which helped ensure that the album peaked and remained at number 1 on the UK Indie Chart for 19 weeks and sold over 120000 copies.
17516	0	 Jorge Gutiérrez Espinosa (born 18 September 1975 in Camagüey) is a former boxer from Cuba. He won the Middleweight Gold medal at the 2000 Summer Olympics.Gutiérrez's Olympic results were:Defeated Somchai Chimlum (Thailand) 20–11Defeated Antonios Giannoulas (Greece) 20–7Defeated Adrian Diaconu (Romania) KO 1Defeated Vugar Alekperov (Azerbaijan) 19–9Defeated Gaydarbek Gaydarbekov (Russia) 17–15
8571	0	 The State University of New York College at Cortland also officially called SUNY Cortland or informally known as Cortland State is a coeducational university located in Cortland New York United States. In each of the four years to 2010 SUNY Cortland was named to the President's Higher Education Community Service Honor Roll and ranked by Kiplinger's among its 100 Best Values Among Public College and Universities.
28800	0	 USS Oldendorf (DD-972) named for Admiral Jesse B. Oldendorf USN was a Spruance-class destroyer built by the Ingalls Shipbuilding Division of Litton Industries at Pascagoula Mississippi.
56710	0	 Urban Connection (released 2001 in Oslo Norway by Bergland Production/Bare Bra Musikk – BE0032) is a jazz album by the Norwegian jazz band Urban Connection.
41901	0	 Perayam is a panchayat in the Kollam district of Kerala. The main source of income of the habitants are Private Employment Government Employment Cultivation (mainly coconut and Paddy) Fishing etc. and some overseas employment. Perayam being the nearest place to Kundara one of the major Industrial Hub of Quilon District and due to the mis-management many of the Industries closed down which is directly reflecting the progress of the land.
8482	0	 The Marine Military Academy is a private college preparatory academy located in Harlingen Texas offering a college preparatory curriculum for boys in grades 8–12 plus one-year of post-graduate study. The school was founded in 1965.
8313	0	 St. Lucy's Priory High School is a private Roman Catholic all-girls high school in Glendora California built in 1963. It is located in the Roman Catholic Archdiocese of Los Angeles.
67780	0	 Nineteen Eighty-Four sometimes published as 1984 is a dystopian novel by George Orwell published in 1949.The novel is set in Airstrip One (formerly known as Great Britain) a province of the superstate Oceania in a world of perpetual war omnipresent government surveillance and public manipulation dictated by a political system euphemistically named English Socialism (or Ingsoc in the government's invented language Newspeak) under the control of a privileged Inner Party elite that persecutes all individualism and independent thinking as thoughtcrimes. 
27601	0	 The Sassafras is a C-Class 180 ft seagoing buoy tender constructed for the USCG by Marine Iron & Shipbuilding Corp. of Duluth Minnesota. The Sass was one of 39 tenders commissioned for duties that would include aids-to-navigation ice breaking search-and-rescue fire fighting law enforcement providing fuel and potable water and assistance to the National Oceanographic and Seismographic Survey.
56842	0	 I Love John Frigo...He Swings was the debut album of jazz violinist Johnny Frigo for Mercury Records though the album was more or less not noticed by the public upon release. It would be decades later that he would get the chance to record as a leader again in the interim performing as an electric and double-bassist.
40007	0	 Dąbrowa [dɔmˈbrɔva] is a village in the administrative district of Gmina Borzechów within Lublin County Lublin Voivodeship in eastern Poland.
58629	0	 A Lovely Way to Spend Christmas is the third studio and first Christmas album released by American singer and actress Kristin Chenoweth. Released on October 14 2008 the album sees Chenoweth collaborating with jazz musician John Pizzarelli on Sleigh Ride/Marshmallow World. Chenoweth stated she had desired to record a Christmas album since signing with Sony Classical in 2000 after being inspired by Barbra Streisand's A Christmas Album as a child.
23124	0	 Andy Davis (born May 28 1975) is a businessman from his native Little Rock Arkansas who is a Republican member of the Arkansas House of Representatives from District 31 in Pulaski and Saline counties.Davis's grandfather was a fire chief in Little Rock. Davis graduated from Joe T. Robinson High School in Little Rock.
55571	0	 A Step Further is the fourth album by the band Savoy Brown.It was released by Parrot in the U.S and by Decca in the U.K. in August 1969.Side Two recorded live at The Cooks Ferry Inn Edmonton London on Monday 12th May 1969.
43667	0	 Stypułów [stɨˈpuwuf] is a village in the administrative district of Gmina Kożuchów within Nowa Sól County Lubusz Voivodeship in western Poland. It lies approximately 8 kilometres (5 mi) south-west of Kożuchów 17 km (11 mi) south-west of Nowa Sól and 27 km (17 mi) south of Zielona Góra.The village has a population of 954.[citation needed]
29242	0	 MV Macdhui was a 4480 ton passenger and cargo motor vessel. She was built by Barclay Curle & Company Whiteinch Scotland for Burns Philp & Co and launched on 23 December 1930. She was sunk during the Japanese air raid on Port Moresby on 18 June 1942 during World War II.
52573	0	 Polygala subspinosa is a species of flowering plant in the milkwort family known by the common name spiny milkwort. It is native to the southwestern United States where it grows in desert and plateau habitat. It is a perennial herb or small shrub growing in a clump no more than 25 centimeters tall. The stems have woody bases and green thorn-tipped branches. The leaves are up to 3 centimeters in length and generally oval in shape.
23945	0	 Everett J. Lake (February 8 1871 – September 16 1948) was an American politician and the 67th Governor of Connecticut.
28916	0	 The Holden Special is a mid-size car that was manufactured by General Motors-Holden's the Australian subsidiary of General Motors (GM). Introduced as the top-level trim in the new Holden FJ range of 1953 the Special was complemented by the entry-level Holden Standard and the mid-range Holden Business. The Business was in fact already available introduced in July 1953 in the 48 series first seen in 1948.
10673	0	 Pang Long (simplified Chinese: 庞龙; traditional Chinese: 龐龍; pinyin: Páng Lóng; born May 2 1971) is a Chinese singer. Two Butterflies and You are My Rose are his representative works.
11874	0	 Chelsea Blue (born November 16 1976) is a former pornographic actress who appeared in over 100 adult films between around 1995 and 2004. She appeared in the top-selling U.S. pornographic film of 2003 Snoop Dogg's Hustlaz: Diary of a Pimp which was released in 2002.
52525	0	 Prunus nigra (Canada Plum or Black Plum) is a species of Prunus native to eastern North America from New Brunswick west to southeastern Manitoba and south to Connecticut across to Iowa. It formerly also occurred south to Ohio but is now thought to be extinct in that state.
26591	0	 The Akaflieg Stuttgart FS-29 TF is a glider designed and built in Germany from 1972.
68744	0	 Feminism and Nationalism in the Third World written by Kumari Jayawardena is widely used in women's studies programs around the world and is considered a key text of third-world feminism.Jayawardena reconstructs the history of women's rights movements in Asia and the Middle East from the 19th century to the 1980s focusing on Egypt Turkey Iran India Sri Lanka China Indonesia Vietnam Japan Korea and the Philippines.
13416	0	 Banarsidas Chaturvedi (1892-1985) was a noted Hindi-language writer and recipient of Padma Bhushan given by Government of India in 1973. He was born in 1892 in Firozabad in Uttar Pradesh and died in 1985.He served as a nominated member of Rajya Sabha for twelve years.
61488	0	 Arena is a 2009 Portuguese short drama film directed by João Salaviza. It won the Short Film Palme d'Or at the 2009 Cannes Film Festival.
5096	0	 Templenewsam Halton Primary School is a community primary school in Leeds West Yorkshire England. It was established as the village school in 1842 and has been maintaining its important role in the community ever since.
32906	0	 Tuscawilla also known as Knight Farm and Edward Dana Knight Farm is a historic home located near Lewisburg Greenbrier County West Virginia. It was built in 1844 and is an L-shaped brick house with a 5-bay front facing west. The facade has both Federal and Neo-Classical design elements. It features a one-story portico with modified Doric order columns centered at the front elevation. Several additions were made to the house after 1920.It was built by John W.
69247	0	 IEEE Micro is a broad-based practitioner-oriented magazine of the IEEE Computer Society targeting small system and semiconductor chip professionals including electronic engineers designers architects developers process improvement experts testers quality engineers and project managers. It features peer-reviewed articles special focus sections regular columns by prominent authors technology news experience reports and opinion pieces.
66455	0	 Our Synthetic Environment is a 1962 book by Murray Bookchin published under the pseudonym Lewis Herber.
59409	0	 Revolution Remixed & Surrounded is a double album featuring dance reinterpretations of selected tracks from Howard Jones' 2005 release Revolution of the Heart. Disc one is a continuous segue or 'mix' of music. Disc two is a DVD featuring more remixes this time presented in DTS surround sound and accompanied by computer-generated visuals created by Stephen W Tayler.
29747	0	 HMNZS Kahu I (P3571) was a Fairmile B motor launch of the Royal New Zealand Navy.Originally commissioned on 20 December 1943 with the pendant number Q 411 she was part of the 80th Motor Launch Flotilla. Early in 1944 she went to the Solomon Islands where she served under the operational control of COMSOPAC. She was recommissioned from 1947 to 1965 as HMNZS Kahu I (P3571)
56134	0	 Samantha Fox is the second full-length album from British model-turned-singer Samantha Fox. It was released by Jive in July 1987 and charted in the United Kingdom at number twenty-two United States at fifty-one (gold) Canada at forty (platinum) Australia at eighty-six and Germany at sixteen.After her first album went gold Samantha returned to the studio to record her self-titled album.
26246	0	 USNS Brittin (T-AKR-305) is a Bob Hope-class roll on roll off vehicle cargo ship of the United States Navy. She was built by Northrop Grumman Ship Systems New Orleans and delivered to the Navy on 30 January 2001 . They assigned her to the United States Department of Defense's Military Sealift Command. Brittin is named for Medal of Honor recipient Sergeant First Class Nelson V. Brittin and is one of 11 Surge LMSRs operated by a private company under contract to the Military Sealift Command.
8391	0	 Faculty of Health Sciences and Physical Culture of Kazimierz Pułaski University of Technology and Humanities in Radom is a nursing school and one of eight divisions of Kazimierz Pułaski University of Technology and Humanities in Radom Poland.
18825	0	 Charles Ka-Ki Ng (Traditional Chinese:伍家麒 born August 1 1984) is a professional racing driver from Hong Kong who races in the World Touring Car Championship for Liqui Moly Team Engstler.
56370	0	 Transmissions from Empire Algol is the second album by the ambient project Neptune Towers a follow up to 1994's Caravans to Empire Algol expanding on the same conception and similar sound. It was released in 1995 by Moonfog Records.
56136	0	 Marylou is the second studio album by Swiss singer-songwriter Anna Rossinelli. The album was released on 3 May 2013 by Universal Music. The first single from the album was Let It Go and it was released on 6 March 2013. The album was re-released under the new title Marylou Two on 4 February 2014 with the bonus tracks Shine in the Light Let It Go (Live) Vagabonds (Live) Reconcile and Shine In The Light (Piano Version).
58039	0	 My Morning Jacket / Songs: Ohia is a split EP issued by Jade Tree in 2002.
51615	0	 Cyperus polystachyos also known as Pycreus polystachyos is a herbaceous species in the family Cyperaceae found in Hawaii.It is common in the Neotropics as a weed in grass lawns.
6577	0	 Spelthorne College was a sixth form college in Ashford Surrey England positioned on the High Street.
68629	0	 Borgel is a children's novel written by Daniel Pinkwater. This book was published in 1990. It was reprinted in 1993 in the UK under the title The Time Tourists.
28615	0	 USS Hailey (DD-556) was a Fletcher-class destroyer of the United States Navy named for Captain Joshua Hailey commander of the privateer True Blood Yankee during the War of 1812.Hailey was launched 9 March 1943 by Seattle-Tacoma Shipbuilding Corp. Seattle Wash. sponsored by Mrs. Claude S. Gillette wife of Rear Admiral Gillette; and commissioned 30 September 1943 Commander Parke H. Brady in command.
6474	0	 West Virginia University (WVU) is a public land grant research university in Morgantown West Virginia. Its other campuses include the West Virginia University Institute of Technology in Montgomery and Potomac State College of West Virginia University in Keyser; and a second clinical campus for the University's medical and dental schools at Charleston Area Medical Center in Charleston. WVU Extension Service provides outreach with offices in all of West Virginia's 55 counties.
5973	0	 The Public Health Foundation of India (PHFI) is an autonomous foundation located in New Delhi India. The foundation was created as a public-private initiative and launched by the Prime minister of India Manmohan Singh in 2006 with the aim of enhancing the capacity of public health professionals in the country over five to seven years. The PHFI initiative was collaboratively developed over two years under the leadership of Rajat Gupta (Former Sr.
1925	0	 Stemilt Growers is a family-owned tree fruit growing packing and shipping company based in Wenatchee Washington. Stemilt is the largest fresh market sweet cherry shipper in the world and one of the nation's largest grower-packer-shippers of apples pears cherries and stone fruit. The company is also a leader in organic fruit production producing 26% of Washington's organic apples and 32% of the Pacific Northwest's organic pears.
69377	0	 The Journal of Information & Knowledge Management was founded in 2002 and is a peer-reviewed academic journal published quarterly by World Scientific. It publishes articles covering information processing and knowledge management including: tools techniques and technologies; knowledge creation and sharing; as well as best practices policies and guidelines.
66630	0	 Sabato’s Crystal Ball is a free nonpartisan weekly online newsletter and comprehensive website in the United States that analyzes the current American political scene and predicts electoral outcomes for U.S House of Representatives U.S. Senate governors and U.S. president races.
68274	0	 The Shepard Family is a fictitious family in several of the novels of S.E. Hinton (see Continuity within S.E. Hinton Novels.) The family consists of a mother and stepfather (mentioned in That Was Then This Is Now) sons Tim and Curly (mentioned in The Outsiders) and daughter Angela (first mentioned in That Was Then This Is Now). The family is working class and lives in Tulsa Oklahoma.
42051	0	 Jajčić is a village situated in Ljig municipality in Serbia.
62067	0	 Never Too Late is a 1997 Canadian comedy-drama film starring Olympia Dukakis Jean Lapointe and Corey Haim. It was filmed in Montreal Quebec.
4347	0	 Chambers is bus and coach operator based in Bures in Suffolk England. It is a subsidiary of the Go-Ahead Group.
39360	0	 Sturgeon Lake is a lake located 2.0 km (1.2 mi) south of Tomiko and 8.0 km (5.0 mi) north-east of Highway 11 / Trans-Canada Highway in the Nipissing District of northeastern Ontario Canada. The lake flows west through a 550 m (1804 ft) channel into Little Tomiko Lake. The Ontario Northland Railway line from North Bay to Cochrane crosses that channel.
7322	0	 Shri Vaishnav Institute of Technology and Science also known as SVITS is a central Indian engineering and management institute. Considered one of the best private engineering institution in central India  SVITS has become a pioneer in the field of research and development. The college has students from MP as well as most other states of India. Main programmes offered are Engineering and Management.
35307	0	 Koh e Hindu (Persian: کوه هندو ‎ Mountain of the Hindu) is a mountain of the Hindu Kush in Afghanistan. It is located in near Shakardara District and Mir Bacha Kot District Kabul Province.
62372	0	 Early Snow in Munich (Serbo-Croatian: 'Rani snijeg u Münchenu') is a 1984 Yugoslav film directed by Bogdan Žižić.
30194	0	 The Engine Company 15 Fire Station is located in Hartford Connecticut. The firehouse was built in 1909 and was added to the National Register of Historic Places on March 2 1989.
56350	0	 Coruscating is an album by English saxophonist John Surman recorded in 1999 and released on the ECM label.
21948	0	 Charles John Poul Mwijage is a Tanzanian CCM politician and Member of Parliament for Muleba North constituency since 2010.
52856	0	 Aniba vulcanicola is a species of plant in the Lauraceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist montane forests.
21482	0	 Cáit Keane (born 24 September 1949) is an Irish Fine Gael politician and member of Seanad Éireann.Keane first entered politics as a member of the Progressive Democrats (PDs) and was elected to represent Terenure on Dublin County Council at the 1991 local elections. On three occasions she contested the Dáil constituency of Dublin South–Central for the PDs: at the 1992 general election a by-election in 1994 and the 1997 general election.
26204	0	 German submarine U-592 was a Type VIIC U-boat of Nazi Germany's Kriegsmarine during World War II.She carried out ten patrols was a member of 16 wolfpacks and sank one ship of 3770 GRT.The boat was sunk by depth charges from British warships on 31 January 1944.
3634	0	 Beaverbrooks is a British jeweller. Established in 1919 with the opening of its first store in Belfast and still a family-owned business with direct descendants of the founders (the fourth and fifth generations of the Brown and Adlestone families)the custodians. The current CEO Anna Blackburn has worked for beaverbrooks for 15 years starting her career working in the Trafford branch and working her way up the ranks.
14268	0	 David Hobbs also known as Treach DJ and Mr. Mixx is the co-creator of the controversial rap group 2 Live Crew. In recent years he created his own website Collegepeepshowtv.com (now defunct) and has been on the road as Afroman's tour DJ as well as making beats and working with other artists.
20491	0	 Sir Sidney Poitier KBE (/ˈpwɑːtjeɪ/ or /ˈpwɑːti.eɪ/; born February 20 1927) is a Bahamian-American actor film director author and diplomat.In 1964 Poitier became the first black person to win an Academy Award for Best Actor for his role in Lilies of the Field.
26512	0	 The Triumph Italia 2000 Coupé was built between 1959 and 1962 during which time 329 cars were produced. Designed by Giovanni Michelotti the TR3 chassis and mechanical components were supplied by the Triumph Motor Company in the United Kingdom and built by Alfredo Vignale in Turin Italy.
65588	0	 Castle Waiting is an Eisner Award winning comic book series created by Linda Medley. It is in a world of fairy tales and mythology featuring a mix of old-fashioned storytelling and more ironic modern touches. The series brings together characters from several classic fairy tales such as Simple Simon and Iron Henry as well as referencing several others such as Jack and the Beanstalk and Sleeping Beauty.
55414	0	 Loud Pipes Save Lives is E-Type's fifth studio album which was released in 2004. It is the last E-Type album to feature vocalist Nana Hedin. E-Type participated with Paradise in Melodifestivalen 2004 ending up at 5th place. With this album E-type started to lose his success across Europe. Still it sold nearly 1 million copies worldwide. Paradise was the first single release in European audience and became a hit.
2698	0	 MDPI is an acronym shared by two related scholarly organizations based in Basel (Switzerland): Molecular Diversity Preservation International an organization to preserve chemical samples for research and MDPI AG (Multidisciplinary Digital Publishing Institute) a publisher of open-access peer-reviewed journals.
24014	0	 John Hanson (April 14 [O.S. April 3] 1721 – November 15 1783) was a merchant and public official from Maryland during the era of the American Revolution. After serving in a variety of roles for the Patriot cause in Maryland in 1779 Hanson was elected as a delegate to the Continental Congress.
42740	0	 Kerimler is a village in Tarsus district of Mersin Province Turkey. It between Turkish state highway D.400 and Motorway O-51 both lying fron west to wast in Çukurova (Cilicia of the antiquity). At 36°56′N 34°46′E its distance to Tarsus is 15 kilometres (9.3 mi) to Mersin is 27 kilometres (17 mi). The population of village is 226 as of 2011. Main economic activity is farming. Various vegetables and fruits and especially grapes are the most pronounced crops.
69915	0	 Rubicon: The Triumph and Tragedy of the Roman Republic is a popular history book written by Tom Holland published in 2003.The book tells the story of the end of the Roman Republic and the consequent establishment of the Roman Empire. The book takes its title from the river Rubicon in the northern Italian peninsula. In 49 B.C. Julius Caesar crossed this river with his army and marched on Rome breaking a sacred law of the Roman Republic and throwing the nation into a civil war.
41998	0	 Ghiasabad (Persian: غياث اباد‎ also Romanized as Ghīās̄ābād) is a village in Sefiddasht Rural District in the Central District of Aran va Bidgol County Isfahan Province Iran. At the 2006 census its existence was noted but its population was not reported.
1003	0	 The Mustang Ranch originally known as the Mustang Bridge Ranch is a brothel in Storey County Nevada about 15 miles (24 km) east of Reno. It is currently located at 1011 Wild Horse Canyon Dr Sparks NV 89434.Under owner Joe Conforte it became Nevada's first licensed brothel in 1971 eventually leading to the legalization of brothel prostitution in 10 of 17 counties in the state.
9923	0	 Queensmill School is a coeducational special school for autistic children operating on two sites in London England. The primary school is at Clancarty Road in Fulham while the secondary school which opened in 2009 is at West Kensington. It was rated outstanding in all aspects for the 2010 Ofsted inspection.
1934	0	 Medixsysteme company is one of the world's manufacturers of medical equipment based in France. The company offers products services and research in Medical aesthetic.
36512	0	 Mount Sarbach is a mountain located in Banff National Park between Mistaya River and Howse River and is visible from the Icefields Parkway. The mountain is named after Peter Sarbach a mountain guide from Switzerland who guided the first ascend by J. Norman Collie and G.P. Baker in 1897.
7416	0	 The College of Medicine & Sagore Dutta Hospital is a medical college set up by the Government of West Bengal in 2011 to reduce the shortfall of doctors in the state.
2124	0	 FTSE Group (/ˈfʊtsiː/ FUUT-see) is a British provider of stock market indices and associated data services wholly owned by the London Stock Exchange and operating out of premises in Canary Wharf.
